codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,codigo_centro_poblado,nombre_centro_poblado,tipo
05,ANTIOQUIA,05001,MEDELLÍN,05001000,MEDELLÍN,CM
05,ANTIOQUIA,05001,MEDELLÍN,05001000,SAN ANTONIO DE PRADO,CM
05,ANTIOQUIA,05001,MEDELLÍN,05001000,SAN CRISTOBAL,CM
05,ANTIOQUIA,05001,MEDELLÍN,05001001,PALMITAS,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001004,SANTA ELENA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001009,ALTAVISTA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001010,AGUAS FRÍAS,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001013,SAN JOSÉ DEL MANZANILLO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001014,BARRO BLANCO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001015,EL CERRO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001017,EL PATIO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001018,EL PLACER,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001019,EL PLAN,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001022,LA ALDEA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001023,LA CUCHILLA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001025,LA PALMA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001027,LAS PLAYAS,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001029,PIEDRA GORDA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001031,POTRERITO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001032,TRAVESÍAS,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001033,URQUITA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001035,BOQUERÓN,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001039,EL LLANO 1,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001040,EL LLANO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001048,LA VERDE,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001052,MATASANO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001054,MATASANO 2,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001055,MAZO,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001057,MEDIA LUNA,CP
05,ANTIOQUIA,05001,MEDELLÍN,05001066,LAS CAMELIAS,CP
05,ANTIOQUIA,05002,ABEJORRAL,05002000,ABEJORRAL,CM
05,ANTIOQUIA,05002,ABEJORRAL,05002002,PANTANILLO,CP
05,ANTIOQUIA,05002,ABEJORRAL,05002004,NARANJAL,CP
05,ANTIOQUIA,05002,ABEJORRAL,05002004,LAS FONDAS,CP
05,ANTIOQUIA,05002,ABEJORRAL,05002016,LAS CANOAS,CP
05,ANTIOQUIA,05004,ABRIAQUÍ,05004000,ABRIAQUÍ,CM
05,ANTIOQUIA,05004,ABRIAQUÍ,05004003,POTREROS SECTOR 1,CP
05,ANTIOQUIA,05021,ALEJANDRÍA,05021000,ALEJANDRÍA,CM
05,ANTIOQUIA,05030,AMAGÁ,05030000,AMAGÁ,CM
05,ANTIOQUIA,05030,AMAGÁ,05030001,CAMILO C,CP
05,ANTIOQUIA,05030,AMAGÁ,05030003,LA CLARITA,CP
05,ANTIOQUIA,05030,AMAGÁ,05030004,LA FERREIRA,CP
05,ANTIOQUIA,05030,AMAGÁ,05030005,LA GUALÍ,CP
05,ANTIOQUIA,05030,AMAGÁ,05030006,PIEDECUESTA,CP
05,ANTIOQUIA,05030,AMAGÁ,05030011,MINAS,CP
05,ANTIOQUIA,05030,AMAGÁ,05030012,CAMILO C,CP
05,ANTIOQUIA,05030,AMAGÁ,05030012,ALTO DE LA VIRGEN,CP
05,ANTIOQUIA,05030,AMAGÁ,05030013,PIEDECUESTA,CP
05,ANTIOQUIA,05030,AMAGÁ,05030013,MANI DE LAS CASAS,CP
05,ANTIOQUIA,05031,AMALFI,05031000,AMALFI,CM
05,ANTIOQUIA,05031,AMALFI,05031004,PORTACHUELO,CP
05,ANTIOQUIA,05034,ANDES,05034000,ANDES,CM
05,ANTIOQUIA,05034,ANDES,05034001,BUENOS AIRES,CP
05,ANTIOQUIA,05034,ANDES,05034003,SAN JOSÉ,CP
05,ANTIOQUIA,05034,ANDES,05034006,SANTA RITA,CP
05,ANTIOQUIA,05034,ANDES,05034007,TAPARTÓ,CP
05,ANTIOQUIA,05034,ANDES,05034012,SANTA INÉS,CP
05,ANTIOQUIA,05034,ANDES,05034014,SAN BARTOLO,CP
05,ANTIOQUIA,05034,ANDES,05034015,LA CHAPARRALA,CP
05,ANTIOQUIA,05034,ANDES,05034015,LA UNIÓN ANDES,CP
05,ANTIOQUIA,05036,ANGELÓPOLIS,05036000,ANGELÓPOLIS,CM
05,ANTIOQUIA,05036,ANGELÓPOLIS,05036001,LA ESTACIÓN,CP
05,ANTIOQUIA,05036,ANGELÓPOLIS,05036006,SANTA RITA,CP
05,ANTIOQUIA,05036,ANGELÓPOLIS,05036011,CIENAGUITA,CP
05,ANTIOQUIA,05038,ANGOSTURA,05038000,ANGOSTURA,CM
05,ANTIOQUIA,05038,ANGOSTURA,05038008,LLANOS DE CUIBA,CP
05,ANTIOQUIA,05040,ANORÍ,05040000,ANORÍ,CM
05,ANTIOQUIA,05040,ANORÍ,05040002,LIBERIA,CP
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042000,SANTA FÉ DE ANTIOQUIA,CM
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042002,LAURELES,CP
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042006,EL PESCADO,CP
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042007,SABANAS,CP
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042008,KILOMETRO 2,CP
05,ANTIOQUIA,05042,SANTA FÉ DE ANTIOQUIA,05042009,PASO REAL,CP
05,ANTIOQUIA,05044,ANZÁ,05044000,ANZÁ,CM
05,ANTIOQUIA,05044,ANZÁ,05044001,GUINTAR,CP
05,ANTIOQUIA,05044,ANZÁ,05044005,LA CEJITA,CP
05,ANTIOQUIA,05044,ANZÁ,05044006,LA HIGUINA,CP
05,ANTIOQUIA,05045,APARTADÓ,05045000,APARTADÓ,CM
05,ANTIOQUIA,05045,APARTADÓ,05045001,SAN JOSÉ DE APARTADÓ,CP
05,ANTIOQUIA,05045,APARTADÓ,05045002,CHURIDÓ,CP
05,ANTIOQUIA,05045,APARTADÓ,05045003,ZUNGO CARRETERA,CP
05,ANTIOQUIA,05045,APARTADÓ,05045009,EL REPOSO,CP
05,ANTIOQUIA,05045,APARTADÓ,05045010,BAJO DEL OSO,CP
05,ANTIOQUIA,05045,APARTADÓ,05045011,EL SALVADOR,CP
05,ANTIOQUIA,05045,APARTADÓ,05045014,PUERTO GIRÓN,CP
05,ANTIOQUIA,05045,APARTADÓ,05045015,LOMA VERDE,CP
05,ANTIOQUIA,05045,APARTADÓ,05045016,SAN PABLO,CP
05,ANTIOQUIA,05051,ARBOLETES,05051000,ARBOLETES,CM
05,ANTIOQUIA,05051,ARBOLETES,05051001,BUENOS AIRES,CP
05,ANTIOQUIA,05051,ARBOLETES,05051003,EL CARMELO,CP
