codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,codigo_centro_poblado,nombre_centro_poblado,tipo
27,CHOCÓ,27001,QUIBDÓ,27001000,SAN FRANCISCO DE QUIBDO,CM
27,CHOCÓ,27001,QUIBDÓ,27001000,QUIBDO,CM
27,CHOCÓ,27001,QUIBDÓ,27001008,BOCA DE TANANDÓ,CP
27,CHOCÓ,27001,QUIBDÓ,27001011,CALAHORRA,CP
27,CHOCÓ,27001,QUIBDÓ,27001013,CAMPOBONITO,CP
27,CHOCÓ,27001,QUIBDÓ,27001015,GUARANDÓ,CP
27,CHOCÓ,27001,QUIBDÓ,27001016,GUAYABAL,CP
27,CHOCÓ,27001,QUIBDÓ,27001017,LA TROJE,CP
27,CHOCÓ,27001,QUIBDÓ,27001018,LAS MERCEDES,CP
27,CHOCÓ,27001,QUIBDÓ,27001020,SAN RAFAEL DE NEGUA,CP
27,CHOCÓ,27001,QUIBDÓ,27001024,SAN FRANCISCO DE ICHO,CP
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHÍ,CP
27,CHOCÓ,27001,QUIBDÓ,27001032,TUTUNENDÓ,CP
27,CHOCÓ,27001,QUIBDÓ,27001035,GUADALUPE,CP
27,CHOCÓ,27001,QUIBDÓ,27001038,SANCENO,CP
27,CHOCÓ,27001,QUIBDÓ,27001044,BOCA DE NAURITA,CP
27,CHOCÓ,27001,QUIBDÓ,27001047,EL FUERTE,CP
27,CHOCÓ,27001,QUIBDÓ,27001048,SAN ANTONIO DE ICHO,CP
27,CHOCÓ,27001,QUIBDÓ,27001052,BOCA DE NEMOTÁ (NEMOTÁ),CP
27,CHOCÓ,27001,QUIBDÓ,27001054,PACURITA (CABÍ),CP
27,CHOCÓ,27001,QUIBDÓ,27001060,VILLA DEL ROSARIO,CP
27,CHOCÓ,27001,QUIBDÓ,27001061,WINANDO,CP
27,CHOCÓ,27001,QUIBDÓ,27001063,BARRANCO,CP
27,CHOCÓ,27001,QUIBDÓ,27001066,SAN JOAQUIN,CP
27,CHOCÓ,27001,QUIBDÓ,27001067,EL 21,CP
