codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,codigo_centro_poblado,nombre_centro_poblado,tipo
50,META,50001,VILLAVICENCIO,50001000,VILLAVICENCIO,CM
50,META,50001,VILLAVICENCIO,50001001,CONCEPCIÓN,CP
50,META,50001,VILLAVICENCIO,50001002,RINCON DE POMPEYA,CP
50,META,50001,VILLAVICENCIO,50001003,SANTA ROSA DE RÍO NEGRO,CP
50,META,50001,VILLAVICENCIO,50001004,BUENAVISTA,CP
50,META,50001,VILLAVICENCIO,50001005,COCUY,CP
50,META,50001,VILLAVICENCIO,50001007,SERVITÁ,CP
50,META,50001,VILLAVICENCIO,50001013,PIPIRAL,CP
50,META,50001,VILLAVICENCIO,50001014,SAN LUIS DE OCOA,CP
50,META,50001,VILLAVICENCIO,50001015,ALTO POMPEYA,CP
50,META,50001,VILLAVICENCIO,50001016,CECILIA,CP
50,META,50001,VILLAVICENCIO,50001017,LA NOHORA,CP
50,META,50001,VILLAVICENCIO,50001019,APIAY,CP
50,META,50001,VILLAVICENCIO,50001020,BARCELONA,CP
50,META,50001,VILLAVICENCIO,50001021,ARGENTINA,CP
50,META,50001,VILLAVICENCIO,50001023,BELLA SUIZA,CP
50,META,50001,VILLAVICENCIO,50001024,CONDOMINIO DE LOS ODONTÓLOGOS,CP
50,META,50001,VILLAVICENCIO,50001026,LLANERITA,CP
50,META,50001,VILLAVICENCIO,50001027,NATURALIA,CP
50,META,50006,ACACÍAS,50006000,ACACÍAS,CM
50,META,50006,ACACÍAS,50006001,DINAMARCA,CP
50,META,50006,ACACÍAS,50006003,SAN ISIDRO DE CHICHIMENE,CP
50,META,50006,ACACÍAS,50006006,CONDOMINIO LA BONANZA,CP
50,META,50006,ACACÍAS,50006007,LA CECILITA,CP
50,META,50006,ACACÍAS,50006008,QUEBRADITAS,CP
50,META,50006,ACACÍAS,50006009,SANTA ROSA,CP
50,META,50006,ACACÍAS,50006010,EL DIAMANTE,CP
50,META,50110,BARRANCA DE UPÍA,50110000,BARRANCA DE UPÍA,CM
50,META,50110,BARRANCA DE UPÍA,50110001,SAN IGNACIO,CP
50,META,50124,CABUYARO,50124000,CABUYARO,CM
50,META,50124,CABUYARO,50124002,GUAYABAL DE UPÍA,CP
50,META,50124,CABUYARO,50124003,VISO DE UPÍA,CP
50,META,50124,CABUYARO,50124004,LOS MANGOS,CP
50,META,50150,CASTILLA LA NUEVA,50150000,CASTILLA LA NUEVA,CM
50,META,50150,CASTILLA LA NUEVA,50150001,SAN LORENZO,CP
50,META,50150,CASTILLA LA NUEVA,50150002,PUEBLO VIEJO,CP
50,META,50150,CASTILLA LA NUEVA,50150003,EL TORO,CP
50,META,50150,CASTILLA LA NUEVA,50150004,LAS VIOLETAS,CP
50,META,50150,CASTILLA LA NUEVA,50150005,CASA BLANCA,CP
50,META,50223,CUBARRAL,50223000,CUBARRAL,CM
50,META,50223,CUBARRAL,50223003,PUERTO ARIARI,CP
50,META,50226,CUMARAL,50226000,CUMARAL,CM
50,META,50226,CUMARAL,50226002,GUACAVÍA,CP
50,META,50226,CUMARAL,50226004,SAN NICOLÁS,CP
50,META,50226,CUMARAL,50226005,VERACRUZ,CP
50,META,50226,CUMARAL,50226010,PRESENTADO,CP
50,META,50245,EL CALVARIO,50245000,EL CALVARIO,CM
50,META,50245,EL CALVARIO,50245001,MONTFORT,CP
50,META,50245,EL CALVARIO,50245002,SAN FRANCISCO,CP
50,META,50251,EL CASTILLO,50251000,EL CASTILLO,CM
50,META,50251,EL CASTILLO,50251001,MEDELLÍN DEL ARIARI,CP
50,META,50251,EL CASTILLO,50251003,MIRAVALLES,CP
50,META,50251,EL CASTILLO,50251004,PUERTO ESPERANZA,CP
50,META,50270,EL DORADO,50270000,EL DORADO,CM
50,META,50270,EL DORADO,50270001,PUEBLO SÁNCHEZ,CP
50,META,50270,EL DORADO,50270002,SAN ISIDRO,CP
50,META,50287,FUENTE DE ORO,50287000,FUENTE DE ORO,CM
50,META,50287,FUENTE DE ORO,50287001,PUERTO ALJURE,CP
50,META,50287,FUENTE DE ORO,50287002,PUERTO LIMÓN,CP
50,META,50287,FUENTE DE ORO,50287003,PUERTO SANTANDER,CP
50,META,50287,FUENTE DE ORO,50287004,UNIÓN DEL ARIARI,CP
50,META,50287,FUENTE DE ORO,50287005,LA COOPERATIVA,CP
50,META,50287,FUENTE DE ORO,50287006,CAÑO BLANCO,CP
50,META,50287,FUENTE DE ORO,50287007,PUERTO NUEVO,CP
50,META,50287,FUENTE DE ORO,50287008,BARRANCO COLORADO CAÑO VENADO,CP
50,META,50313,GRANADA,50313000,GRANADA,CM
50,META,50313,GRANADA,50313001,CANAGUARO,CP
50,META,50313,GRANADA,50313002,DOS QUEBRADAS,CP
50,META,50313,GRANADA,50313004,LA PLAYA,CP
50,META,50313,GRANADA,50313005,PUERTO CALDAS,CP
50,META,50313,GRANADA,50313006,AGUAS CLARAS,CP
50,META,50313,GRANADA,50313007,PUNTA BRAVA,CP
50,META,50318,GUAMAL,50318000,GUAMAL,CM
50,META,50318,GUAMAL,50318001,HUMADEA,CP
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN,CM
50,META,50325,MAPIRIPÁN,50325001,PUERTO ALVIRA,CP
50,META,50325,MAPIRIPÁN,50325002,MIELÓN,CP
50,META,50325,MAPIRIPÁN,50325004,ANZUELO,CP
50,META,50325,MAPIRIPÁN,50325005,GUACAMAYAS,CP
50,META,50325,MAPIRIPÁN,50325006,LA COOPERATIVA,CP
50,META,50325,MAPIRIPÁN,50325007,PUERTO SIARE,CP
50,META,50325,MAPIRIPÁN,50325009,EL SILENCIO,CP
50,META,50325,MAPIRIPÁN,50325010,LA JUNGLA,CP
50,META,50325,MAPIRIPÁN,50325011,RINCON DEL INDIO,CP
50,META,50330,MESETAS,50330000,MESETAS,CM
50,META,50330,MESETAS,50330002,JARDÍN DE LAS PEÑAS,CP
50,META,50330,MESETAS,50330005,ORIENTE,CP
50,META,50330,MESETAS,50330007,LA ARGENTINA,CP
50,META,50330,MESETAS,50330009,PUERTO NARIÑO,CP
50,META,50330,MESETAS,50330010,SAN ISIDRO,CP
50,META,50350,LA MACARENA,50350000,LA MACARENA,CM
50,META,50350,LA MACARENA,50350001,SAN FRANCISCO DE LA SOMBRA,CP
50,META,50350,LA MACARENA,50350003,SAN JUAN DEL LOSADA,CP
50,META,50350,LA MACARENA,50350007,LA CRISTALINA,CP
50,META,50350,LA MACARENA,50350008,EL RUBÍ,CP
50,META,50350,LA MACARENA,50350010,EL VERGEL,CP
50,META,50350,LA MACARENA,50350012,LAS DELICIAS,CP
50,META,50350,LA MACARENA,50350013,LAURELES,CP
50,META,50350,LA MACARENA,50350014,PLAYA RICA,CP
50,META,50350,LA MACARENA,50350015,PUERTO LOZADA,CP
50,META,50370,URIBE,50370000,URIBE,CM
50,META,50370,URIBE,50370001,LA JULIA,CP
50,META,50370,URIBE,50370002,EL DIVISO,CP
50,META,50400,LEJANÍAS,50400000,LEJANÍAS,CM
50,META,50400,LEJANÍAS,50400001,CACAYAL,CP
50,META,50400,LEJANÍAS,50400002,ANGOSTURAS DEL GUAPE,CP
50,META,50450,PUERTO CONCORDIA,50450000,PUERTO CONCORDIA,CM
50,META,50450,PUERTO CONCORDIA,50450001,EL PORORIO,CP
50,META,50450,PUERTO CONCORDIA,50450002,LINDENAI,CP
50,META,50450,PUERTO CONCORDIA,50450003,SAN FERNANDO,CP
50,META,50568,PUERTO GAITÁN,50568000,PUERTO GAITÁN,CM
50,META,50568,PUERTO GAITÁN,50568001,DOMO PLANAS,CP
50,META,50568,PUERTO GAITÁN,50568002,SAN PEDRO DE ARIMENA,CP
50,META,50568,PUERTO GAITÁN,50568004,SAN MIGUEL,CP
50,META,50568,PUERTO GAITÁN,50568005,EL PORVENIR,CP
50,META,50568,PUERTO GAITÁN,50568006,PUERTO TRUJILLO,CP
50,META,50568,PUERTO GAITÁN,50568007,PUENTE ARIMENA,CP
50,META,50568,PUERTO GAITÁN,50568008,ALTO TILLAVÁ,CP
50,META,50568,PUERTO GAITÁN,50568010,LA CRISTALINA,CP
50,META,50568,PUERTO GAITÁN,50568012,MURUJUY,CP
50,META,50573,PUERTO LÓPEZ,50573000,PUERTO LÓPEZ,CM
50,META,50573,PUERTO LÓPEZ,50573001,LA BALSA,CP
50,META,50573,PUERTO LÓPEZ,50573003,PACHAQUIARO,CP
50,META,50573,PUERTO LÓPEZ,50573004,ALTAMIRA,CP
50,META,50573,PUERTO LÓPEZ,50573006,PUERTO GUADALUPE,CP
50,META,50573,PUERTO LÓPEZ,50573007,PUERTO PORFÍA,CP
50,META,50573,PUERTO LÓPEZ,50573008,REMOLINO,CP
50,META,50573,PUERTO LÓPEZ,50573010,BOCAS DEL GUAYURIBA,CP
50,META,50573,PUERTO LÓPEZ,50573011,GUICHIRAL,CP
50,META,50573,PUERTO LÓPEZ,50573012,CHAVIVA,CP
50,META,50573,PUERTO LÓPEZ,50573013,EL TIGRE,CP
50,META,50573,PUERTO LÓPEZ,50573015,PUEBLO NUEVO - GETSEMANÍ,CP
50,META,50577,PUERTO LLERAS,50577000,PUERTO LLERAS,CM
50,META,50577,PUERTO LLERAS,50577003,CASIBARE,CP
50,META,50577,PUERTO LLERAS,50577004,CAÑO RAYADO,CP
50,META,50577,PUERTO LLERAS,50577005,VILLA LA PAZ,CP
50,META,50577,PUERTO LLERAS,50577006,TIERRA GRATA,CP
50,META,50577,PUERTO LLERAS,50577007,LA UNIÓN,CP
50,META,50577,PUERTO LLERAS,50577008,VILLA PALMERAS,CP
50,META,50590,PUERTO RICO,50590000,PUERTO RICO,CM
50,META,50590,PUERTO RICO,50590003,LA LINDOSA,CP
50,META,50590,PUERTO RICO,50590004,BARRANCO COLORADO,CP
50,META,50590,PUERTO RICO,50590005,PUERTO TOLEDO,CP
50,META,50590,PUERTO RICO,50590006,CHARCO DANTO,CP
50,META,50590,PUERTO RICO,50590007,LA TIGRA,CP
50,META,50590,PUERTO RICO,50590008,PUERTO CHISPAS,CP
50,META,50606,RESTREPO,50606000,RESTREPO,CM
50,META,50680,SAN CARLOS DE GUAROA,50680000,SAN CARLOS DE GUAROA,CM
50,META,50680,SAN CARLOS DE GUAROA,50680001,PAJURE,CP
50,META,50680,SAN CARLOS DE GUAROA,50680002,SURIMENA,CP
50,META,50680,SAN CARLOS DE GUAROA,50680003,LA PALMERA,CP
50,META,50683,SAN JUAN DE ARAMA,50683000,SAN JUAN DE ARAMA,CM
50,META,50683,SAN JUAN DE ARAMA,50683001,EL VERGEL,CP
50,META,50683,SAN JUAN DE ARAMA,50683005,MESA FERNÁNDEZ,CP
50,META,50683,SAN JUAN DE ARAMA,50683010,CAMPO ALEGRE,CP
50,META,50683,SAN JUAN DE ARAMA,50683011,CERRITO,CP
50,META,50683,SAN JUAN DE ARAMA,50683012,MIRAFLOREZ,CP
50,META,50683,SAN JUAN DE ARAMA,50683013,PEÑAS BLANCAS,CP
50,META,50683,SAN JUAN DE ARAMA,50683015,BELLA VISTA,CP
50,META,50686,SAN JUANITO,50686000,SAN JUANITO,CM
50,META,50686,SAN JUANITO,50686003,SAN JOSÉ,CP
50,META,50689,SAN MARTÍN,50689000,SAN MARTÍN,CM
50,META,50689,SAN MARTÍN,50689001,EL MEREY,CP
50,META,50689,SAN MARTÍN,50689006,EL PARAISO MEJOR VIVIR,CP
50,META,50711,VISTAHERMOSA,50711000,VISTAHERMOSA,CM
50,META,50711,VISTAHERMOSA,50711002,PIÑALITO,CP
50,META,50711,VISTAHERMOSA,50711003,MARACAIBO,CP
50,META,50711,VISTAHERMOSA,50711004,CAÑO AMARILLO,CP
50,META,50711,VISTAHERMOSA,50711005,PUERTO LUCAS MARGEN IZQUIERDO,CP
50,META,50711,VISTAHERMOSA,50711006,PUERTO LUCAS MARGEN DERECHO,CP
50,META,50711,VISTAHERMOSA,50711008,PUERTO ESPERANZA MARGEN IZQUIERDO,CP
50,META,50711,VISTAHERMOSA,50711012,COSTA RICA,CP
50,META,50711,VISTAHERMOSA,50711014,PALESTINA,CP
50,META,50711,VISTAHERMOSA,50711016,SANTO DOMINGO,CP
50,META,50711,VISTAHERMOSA,50711017,TRES ESQUINAS,CP
50,META,50711,VISTAHERMOSA,50711018,ALBANIA,CP
50,META,50711,VISTAHERMOSA,50711021,LA REFORMA,CP
50,META,50711,VISTAHERMOSA,50711022,PALMERAS,CP
